TIDM,Issuer Name,Instrument Name,ISIN,MiFIR Identifier Code,MiFIR Identifier Description,ICB Industry,ICB Super-Sector Name,Start date,Country of Incorporation,Trading Currency,LSE Market,FCA Listing Category,Market Segment Code,Market Sector Code
IBGS,ISHARES PLC,ISHARES EUR GV BD 1-3 UCITS ETF EUR DIST,IE00B14X4Q57,ETFS,ETFs,Financials,Financial Services ,05/06/2006,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IBTA,ISHARES PLC,ISHS $ TR BND 1-3YR UCITS ETF USD (ACC),IE00BYXPSP02,ETFS,ETFs,Financials,Financial Services ,13/04/2017,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IBTE,ISHARES PLC,ISH $ TRES 1-3Y ETF EUR-H ACC,IE00BDFK1573,ETFS,ETFs,Financials,Financial Services ,12/04/2018,Ireland,EUR,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IBTG,ISHARES PLC,ISH $ TRES 1-3Y ETF GBP-H DIST,IE00BDFK1N50,ETFS,ETFs,Financials,Financial Services ,12/04/2018,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IBTS,ISHARES PLC,ISHARES $TRES.BD1-3YR UCITS ETF USD DIST,IE00B14X4S71,ETFS,ETFs,Financials,Financial Services ,05/06/2006,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IBTU,ISHARES PLC,ISH $ TR BND 0-1YR U-D,IE00BGR7L912,ETFS,ETFs,Financials,Financial Services ,22/02/2019,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IBZL,ISHARES PLC,ISHARES MSCI BRAZIL UCITS ETF USD (DIST),IE00B0M63516,ETFS,ETFs,Financials,Financial Services ,21/11/2005,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
IDAP,ISHARES PLC,ISHARES ASIA PAC. DIV UCITS ETF USD DIST,IE00B14X4T88,ETFS,ETFs,Financials,Financial Services ,06/09/2006,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2E
IDBT,ISHARES PLC,ISHARES $TRES.BD1-3YR UCITS ETF USD DIST,IE00B14X4S71,ETFS,ETFs,Financials,Financial Services ,06/09/2006,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
IDBZ,ISHARES PLC,ISHARES MSCI BRAZIL UCITS ETF USD (DIST),IE00B0M63516,ETFS,ETFs,Financials,Financial Services ,06/09/2006,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2E
IDEM,ISHARES PLC,ISHARES MSCI EM UCITS ETF USD (DIST),IE00B0M63177,ETFS,ETFs,Financials,Financial Services ,06/09/2006,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2E
IDFF,ISHARES PLC,ISHARES MSCI AC FE X-JP UCITS ETF $ DIST,IE00B0M63730,ETFS,ETFs,Financials,Financial Services ,06/09/2006,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2E
IDFX,ISHARES PLC,ISHARES CHINA LGE CAP UCITS ETF USD DIST,IE00B02KXK85,ETFS,ETFs,Financials,Financial Services ,06/09/2006,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2E
IDJG,ISHARES PLC,ISHARES EUR GWTH LGE UCITS ETF EUR DIST,IE00B0M62V02,ETFS,ETFs,Financials,Financial Services ,07/11/2005,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IDKO,ISHARES PLC,ISHARES MSCI KOREA UCITS ETF USD (DIST),IE00B0M63391,ETFS,ETFs,Financials,Financial Services ,06/09/2006,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2E
IDNA,ISHARES PLC,ISHS MSCI N.AMERICA UCITS ETF USD DIST,IE00B14X4M10,ETFS,ETFs,Financials,Financial Services ,06/09/2006,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
IDTW,ISHARES PLC,ISHARES MSCI TAIWAN UCITS ETF USD (DIST),IE00B0M63623,ETFS,ETFs,Financials,Financial Services ,06/09/2006,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2E
IDUS,ISHARES PLC,ISHARES S&P 500 UCITS ETF USD (DIST),IE0031442068,ETFS,ETFs,Financials,Financial Services ,06/09/2006,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
IDVY,ISHARES PLC,ISHARES EURO DIVIDEND UCITS ETF EUR DIST,IE00B0M62S72,ETFS,ETFs,Financials,Financial Services ,31/10/2005,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IDWR,ISHARES PLC,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,ETFS,ETFs,Financials,Financial Services ,06/09/2006,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2E
IEEM,ISHARES PLC,ISHARES MSCI EM UCITS ETF USD (DIST),IE00B0M63177,ETFS,ETFs,Financials,Financial Services ,21/11/2005,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
IEUX,ISHARES PLC,ISHS MSCI EURO EX-UK UCITS ETF EUR DIST,IE00B14X4N27,ETFS,ETFs,Financials,Financial Services ,05/06/2006,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IFFF,ISHARES PLC,ISHARES MSCI AC FE X-JP UCITS ETF $ DIST,IE00B0M63730,ETFS,ETFs,Financials,Financial Services ,31/10/2005,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
IGHY,ISHARES PLC,ISHARES GLBL HY CP BD UCITS ETF USD DIST,IE00B74DQ490,ETFS,ETFs,Financials,Financial Services ,14/11/2012,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IHYG,ISHARES PLC,ISHARES EUR H.YLD C.B UCITS ETF EUR DIST,IE00B66F4759,ETFS,ETFs,Financials,Financial Services ,06/09/2010,Ireland,EUR,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IJPD,ISHARES PLC,ISHARES MSCI JAPAN $ HDG UCITS ETF (ACC),IE00BCLWRG39,ETFS,ETFs,Financials,Financial Services ,01/10/2013,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
IJPN,ISHARES PLC,ISHARES MSCI JAPAN UCITS ETF USD (DIST),IE00B02KXH56,ETFS,ETFs,Financials,Financial Services ,04/10/2004,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
IJPU,ISHARES PLC,ISHARES MSCI JAPAN UCITS ETF USD (DIST),IE00B02KXH56,ETFS,ETFs,Financials,Financial Services ,17/10/2011,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
IKOR,ISHARES PLC,ISHARES MSCI KOREA UCITS ETF USD (DIST),IE00B0M63391,ETFS,ETFs,Financials,Financial Services ,21/11/2005,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
INAA,ISHARES PLC,ISHS MSCI N.AMERICA UCITS ETF USD DIST,IE00B14X4M10,ETFS,ETFs,Financials,Financial Services ,05/06/2006,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IPRP,ISHARES PLC,ISHARES EURO PTY YLD UCITS ETF EUR DIST,IE00B0M63284,ETFS,ETFs,Financials,Financial Services ,07/11/2005,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IS15,ISHARES PLC,ISHARES £ CORP BD 0-5 UCITS ETF GBP DIST,IE00B5L65R35,ETFS,ETFs,Financials,Financial Services ,30/03/2011,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
ISF,ISHARES PLC,ISHARES CORE FTSE100 UCITS ETF GBP(DIST),IE0005042456,ETFS,ETFs,Financials,Financial Services ,27/09/2004,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
ISFD,ISHARES PLC,ISHARES COR FTSE 100 UCITS USD HDG (ACC),IE00BYZ28W67,ETFS,ETFs,Financials,Financial Services ,23/10/2017,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
ISFU,ISHARES PLC,ISHARES CORE FTSE 100 UCITS ETF (DIST),IE0005042456,ETFS,ETFs,Financials,Financial Services ,28/11/2016,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
ITWN,ISHARES PLC,ISHARES MSCI TAIWAN UCITS ETF USD (DIST),IE00B0M63623,ETFS,ETFs,Financials,Financial Services ,31/10/2005,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
IUKD,ISHARES PLC,ISHARES UK DIVIDEND UCITS ETF GBP (DIST),IE00B0M63060,ETFS,ETFs,Financials,Financial Services ,07/11/2005,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IUSA,ISHARES PLC,ISHARES S&P 500 UCITS ETF USD (DIST),IE0031442068,ETFS,ETFs,Financials,Financial Services ,27/09/2004,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IWRD,ISHARES PLC,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,ETFS,ETFs,Financials,Financial Services ,31/10/2005,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
LQDA,ISHARES PLC,ISHARES $ CORP BOND UCITS ETF USD (ACC),IE00BYXYYJ35,ETFS,ETFs,Financials,Financial Services ,13/04/2017,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
LQDE,ISHARES PLC,ISHARES $ CORP.BOND UCITS ETF USD (DIST),IE0032895942,ETFS,ETFs,Financials,Financial Services ,27/09/2004,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
LQDG,ISHARES PLC,ISHRS $ CRP BND INT RATE HDG USD (DIST),IE00BCLWRB83,ETFS,ETFs,Financials,Financial Services ,20/09/2013,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
LQDH,ISHARES PLC,ISHRS $ CRP BND INT RATE HDG USD (DIST),IE00BCLWRB83,ETFS,ETFs,Financials,Financial Services ,20/09/2013,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
LQDS,ISHARES PLC,ISHARES $ CORP BOND UCITS ETF USD (DIST),IE0032895942,ETFS,ETFs,Financials,Financial Services ,28/06/2016,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
LQEE,ISHARES PLC,IS $CORP BND UCITS EUR HEDGED (DIST),IE00BF3N6Y61,ETFS,ETFs,Financials,Financial Services ,25/09/2017,Ireland,EUR,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
LQGH,ISHARES PLC,ISH $ CORP BOND ETF GBP-H D,IE00BDFK3736,ETFS,ETFs,Financials,Financial Services ,23/03/2018,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
MIDD,ISHARES PLC,ISHARES FTSE 250 UCITS ETF GBP (DIST),IE00B00FV128,ETFS,ETFs,Financials,Financial Services ,27/09/2004,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
SHYG,ISHARES PLC,ISHARES EUR H.YLD C.B UCITS ETF EUR DIST,IE00B66F4759,ETFS,ETFs,Financials,Financial Services ,06/09/2010,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
SLXX,ISHARES PLC,ISHARES CRE £ CORP BD UCITS ETF GBP DIST,IE00B00FV011,ETFS,ETFs,Financials,Financial Services ,27/09/2004,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CBE3,ISHARES VII PLC,ISHRS EUR GOVT BOND 1-3YR  ETF EUR (ACC),IE00B3VTMJ91,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,EUR,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CBU0,ISHARES VII PLC,ISHRS $ TRSRY BOND 7-10YR ETF USD (ACC),IE00B3VWN518,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CBU3,ISHARES VII PLC,ISHRS USD TRSY BOND 1-3YR ETF USD (ACC),IE00B3VWN179,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CBU7,ISHARES VII PLC,ISHRS USD TRSRY BOND 3-7YR ETF USD (ACC),IE00B3VWN393,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CBUG,ISHARES VII PLC,ISH $ TBILLS 3-7YR GBP HEDGED DIS,IE00BJJPVP04,ETFS,ETFs,Financials,Financial Services ,01/03/2019,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CCAU,ISHARES VII PLC,ISHRS MSCI CANADA UCITS ETF USD (ACC),IE00B52SF786,ETFS,ETFs,Financials,Financial Services ,03/04/2014,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
CE01,ISHARES VII PLC,ISHRS EUR GOVT BOND 7-10YR ETF EUR (ACC),IE00B3VTN290,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CE31,ISHARES VII PLC,ISHRS EUR GOVT BOND 1-3YR  ETF EUR (ACC),IE00B3VTMJ91,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
CE71,ISHARES VII PLC,ISHRS EUR GOVT BOND 3-7YR ETF EUR (ACC),IE00B3VTML14,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CEA1,ISHARES VII PLC,ISHRS MSCI EM ASIA UCITS ETF USD (ACC),IE00B5L8K969,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2E
CEMA,ISHARES VII PLC,ISHRS MSCI EM ASIA UCITS ETF USD (ACC),IE00B5L8K969,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
CES1,ISHARES VII PLC,ISHRS MSCI EMU SMALL CAP ETF EUR (ACC),IE00B3VWMM18,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CEU1,ISHARES VII PLC,ISHRS MSCI EMU UCITS ETF EUR (ACC),IE00B53QG562,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CEUG,ISHARES VII PLC,ISH MSCI EMU UCITS ETF GBP HG DIS,IE00BG0J9Y53,ETFS,ETFs,Financials,Financial Services ,04/06/2018,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CIND,ISHARES VII PLC,ISHRS DOW JONES IND AVRG ETF USD (ACC),IE00B53L4350,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CJPU,ISHARES VII PLC,ISHRS MSCI JAPAN UCITS ETF USD (ACC),IE00B53QDK08,ETFS,ETFs,Financials,Financial Services ,03/04/2014,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
CMB1,ISHARES VII PLC,ISHARES FTSE MIB UCITS ETF EUR (ACC),IE00B53L4X51,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CMX1,ISHARES VII PLC,ISHRS MSCI MEXICO CAPPED ETF USD (ACC),IE00B5WHFQ43,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2E
CMXC,ISHARES VII PLC,ISHRS MSCI MEXICO CAPPED ETF USD (ACC),IE00B5WHFQ43,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
CNDX,ISHARES VII PLC,ISHRS NASDAQ 100 UCITS ETF USD (ACC),IE00B53SZB19,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CNKY,ISHARES VII PLC,ISHRS NIKKEI 225 UCITS ETF JPY (ACC),IE00B52MJD48,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
CNX1,ISHARES VII PLC,ISHRS NASDAQ 100 UCITS ETF USD (ACC),IE00B53SZB19,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
CPJ1,ISHARES VII PLC,ISHRS CORE MSCI PACFC EX-JPN ETF USD ACC,IE00B52MJY50,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2E
CPXJ,ISHARES VII PLC,ISHRS CORE MSCI PACFC EX-JPN ETF USD ACC,IE00B52MJY50,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
CS51,ISHARES VII PLC,ISHRS CORE EURO STOXX 50 ETF EUR (ACC),IE00B53L3W79,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
CSCA,ISHARES VII PLC,ISHRS MSCI CANADA UCITS ETF USD (ACC),IE00B52SF786,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2E
CSJP,ISHARES VII PLC,ISHRS MSCI JAPAN UCITS ETF USD (ACC),IE00B53QDK08,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2E
CSKR,ISHARES VII PLC,ISHRS MSCI KOREA UCITS ETF USD (ACC),IE00B5W4TY14,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
CSP1,ISHARES VII PLC,ISHRS CORE S&P 500 UCITS ETF USD (ACC),IE00B5BMR087,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
CSPX,ISHARES VII PLC,ISHRS CORE S&P 500 UCITS ETF USD (ACC),IE00B5BMR087,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CSUK,ISHARES VII PLC,ISHRS MSCI UK UCITS ETF GBP (ACC),IE00B539F030,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CSUS,ISHARES VII PLC,ISHRS MSCI USA UCITS ETF USD (ACC),IE00B52SFT06,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CSX5,ISHARES VII PLC,ISHRS CORE EURO STOXX 50 ETF EUR (ACC),IE00B53L3W79,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,EUR,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CU1,ISHARES VII PLC,ISHRS MSCI USA UCITS ETF USD (ACC),IE00B52SFT06,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
CU31,ISHARES VII PLC,ISHRS USD TRSY BOND 1-3YR ETF USD (ACC),IE00B3VWN179,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
CU71,ISHARES VII PLC,ISHRS USD TRSRY BOND 3-7YR ETF USD (ACC),IE00B3VWN393,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
CUKS,ISHARES VII PLC,ISHRS MSCI UK SMALL CAP ETF GBP (ACC),IE00B3VWLG82,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CUKX,ISHARES VII PLC,ISHRS FTSE 100 UCITS ETF GBP (ACC),IE00B53HP851,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
CUS1,ISHARES VII PLC,ISHRS MSCI USA SMALL CAP ETF USD (ACC),IE00B3VWM098,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
CUSS,ISHARES VII PLC,ISHRS MSCI USA SMALL CAP ETF USD (ACC),IE00B3VWM098,ETFS,ETFs,Financials,Financial Services ,15/09/2010,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
EMUU,ISHARES VII PLC,ISHRS MSCI EMU USD HEDGED ETF (ACC),IE00BWZN1T31,ETFS,ETFs,Financials,Financial Services ,03/07/2015,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
GSPX,ISHARES VII PLC,ISH S&P500 UCITS ETF GBP-H DIST,IE00BD8KRH84,ETFS,ETFs,Financials,Financial Services ,03/07/2018,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
IEMU,ISHARES VII PLC,ISHARES MSCI EMU,IE00B53QG562,ETFS,ETFs,Financials,Financial Services ,28/11/2016,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
ISX5,ISHARES VII PLC,ISHARES CORE EUR STX 50,IE00B53L3W79,ETFS,ETFs,Financials,Financial Services ,28/11/2016,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE3,UE3E
UKEL,ISHARES VII PLC,ISH MSCI UK IMI ESG LEADERS GBP D,IE00BMDBMH44,ETFS,ETFs,Financials,Financial Services ,25/03/2021,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
UPAD,ISHARES VII PLC,IS S&P 500 PARIS-ALIGNED CLIMATE (DIST),IE000G4PH2B1,ETFS,ETFs,Financials,Financial Services ,29/04/2022,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
COMM,ISHARES VI PLC,ISHARES DIVERSIFIED COMM SWP UCITS ETF,IE00BDFL4P12,ETFS,ETFs,Financials,Financial Services ,20/07/2017,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2I
EMBE,ISHARES VI PLC,ISHRS JPMRGN $ EM BND EUR HDGD ETF DIST,IE00B9M6RS56,ETFS,ETFs,Financials,Financial Services ,09/07/2013,Ireland,EUR,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
EMID,ISHARES VI PLC,IS MSCI EUR MID CAP ETF EUR (DIST),IE00BYXYX745,ETFS,ETFs,Financials,Financial Services ,06/06/2017,Ireland,EUR,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
EMMV,ISHARES VI PLC,ISHRS EDGE MSCI EM MIN VOL ETF USD (ACC),IE00B8KGV557,ETFS,ETFs,Financials,Financial Services ,03/12/2012,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUE2,UE2E
EMV,ISHARES VI PLC,ISHRS EDGE MSCI EM MIN VOL ETF USD (ACC),IE00B8KGV557,ETFS,ETFs,Financials,Financial Services ,03/12/2012,Ireland,GBX,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
ESIC,ISHARES VI PLC,ISH MSCI EPE CDS ACC,IE00BMW42298,ETFS,ETFs,Financials,Financial Services ,23/11/2020,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
ESIE,ISHARES VI PLC,ISH MSCI EPE ES ACC,IE00BMW42637,ETFS,ETFs,Financials,Financial Services ,23/11/2020,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
ESIF,ISHARES VI PLC,ISH MSCI EPE FS ACC,IE00BMW42306,ETFS,ETFs,Financials,Financial Services ,23/11/2020,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
ESIH,ISHARES VI PLC,ISH MSCI EPE HCS ACC,IE00BMW42181,ETFS,ETFs,Financials,Financial Services ,23/11/2020,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
ESIN,ISHARES VI PLC,ISH MSCI ERPE INDS SECT UCITS ETF EUR A,IE00BMW42520,ETFS,ETFs,Financials,Financial Services ,25/05/2021,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
ESIS,ISHARES VI PLC,ISH MSCI EPE CSS ACC,IE00BMW42074,ETFS,ETFs,Financials,Financial Services ,23/11/2020,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
ESIT,ISHARES VI PLC,ISH MSCI EPE ITS ACC,IE00BMW42413,ETFS,ETFs,Financials,Financial Services ,23/11/2020,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
EUMD,ISHARES VI PLC,ISHARES EUROPE MC UCITS ETF EUR ACC,IE00BF20LF40,ETFS,ETFs,Financials,Financial Services ,22/05/2017,Ireland,EUR,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET5
EYED,ISHARES VI PLC,ISHRS MSCI EU ENERGY SEC UCT ETF EUR DIS,IE000UDV9YG1,ETFS,ETFs,Financials,Financial Services ,07/10/2022,Ireland,GBP,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
GAAA,ISHARES VI PLC,ISH GLB AAA-AA GVT BND ETF USD ACC,IE00BZ171348,ETFS,ETFs,Financials,Financial Services ,03/07/2018,Ireland,USD,MAIN MARKET,Standard Equity Open Ended Investment Companies,EUET,UET9
